"","genus_1","genus_2","char"
"61","Corvus","Ulmus","visitsFlowersOf"
"62","Corvus","Vicia","eats"
"63","Cornus","Corvus","eatenBy"
"64","Cornus","Corvus","interactsWith"
"65","Cornus","Corvus","hasDispersalVector"
"66","Corvus","Opuntia","eats"
"67","Celtis","Corvus","eatenBy"
"68","Chloris","Corvus","eatenBy"
"69","Corvus","Geum","eats"
"70","Corvus","Helianthus","eats"
"71","Corvus","Prunus","eats"
"72","Corvus","Prunus","interactsWith"
"73","Corvus","Prunus","dispersalVectorOf"
"74","Chaerophyllum","Corvus","eatenBy"
"75","Corvus","Rubus","eats"
"76","Cyanocitta","Gleditsia","interactsWith"
"77","Cyanocitta","Juniperus","eats"
"78","Cyanocitta","Juniperus","interactsWith"
"79","Cyanocitta","Rhus","interactsWith"
"80","Cyanocitta","Ulmus","interactsWith"
"81","Cyanocitta","Ulmus","visitsFlowersOf"
"82","Cyanocitta","Helianthus","eats"
"83","Cyanocitta","Prunus","eats"
"84","Cyanocitta","Rubus","eats"
"85","Dumetella","Rhus","eats"
"86","Dumetella","Solanum","eats"
"87","Dumetella","Ulmus","visitsFlowersOf"
"88","Cornus","Dumetella","eatenBy"
"89","Cornus","Dumetella","flowersVisitedBy"
"90","Dumetella","Opuntia","eats"
"91","Celtis","Dumetella","eatenBy"
"92","Dumetella","Prunus","eats"
"93","Dumetella","Senna","eats"
"94","Dumetella","Toxicodendron","eats"
"95","Geothlypis","Rhus","interactsWith"
"96","Geothlypis","Ulmus","visitsFlowersOf"
"97","Cornus","Geothlypis","flowersVisitedBy"
"98","Geothlypis","Prunus","eats"
"99","Ceanothus","Icterus","eatenBy"
"100","Icterus","Rhus","interactsWith"
"101","Icterus","Salvia","eats"
"102","Icterus","Solanum","eats"
"103","Icterus","Vernonia","interactsWith"
"104","Melanerpes","Rhus","eats"
"105","Melanerpes","Rhus","interactsWith"
"106","Melanerpes","Solanum","eats"
"107","Melanerpes","Ulmus","visitsFlowersOf"
"108","Cornus","Melanerpes","eatenBy"
"109","Melanerpes","Opuntia","eats"
"110","Celtis","Melanerpes","eatenBy"
"111","Croton","Melanerpes","eatenBy"
"112","Helianthus","Melanerpes","eatenBy"
"113","Melanerpes","Prunus","eats"
"114","Melanerpes","Prunus","mutualistOf"
"115","Melanerpes","Prunus","dispersalVectorOf"
"116","Melanerpes","Prunus","visitsFlowersOf"
"117","Melanerpes","Rubus","eats"
"118","Melanerpes","Toxicodendron","eats"
"119","Melanerpes","Toxicodendron","mutualistOf"
"120","Melanerpes","Toxicodendron","dispersalVectorOf"
"121","Ambrosia","Molothrus","eatenBy"
"122","Andropogon","Molothrus","eatenBy"
"123","Carex","Molothrus","eatenBy"
"124","Cyperus","Molothrus","eatenBy"
"125","Digitaria","Molothrus","eatenBy"
"126","Lespedeza","Molothrus","eatenBy"
"127","Molothrus","Panicum","eats"
"128","Molothrus","Poa","interactsWith"
"129","Molothrus","Solanum","eats"
"130","Molothrus","Sporobolus","eats"
"131","Molothrus","Setaria","eats"
"132","Acalypha","Molothrus","eatenBy"
"133","Celtis","Molothrus","eatenBy"
"134","Hedeoma","Molothrus","eatenBy"
"135","Molothrus","Polygonum","eats"
"136","Helianthus","Molothrus","eatenBy"
"137","Molothrus","Prunus","eats"
"138","Molothrus","Rubus","eats"
"139","Hybanthus","Myiarchus","interactsWith"
"140","Myiarchus","Solanum","eats"
"141","Myiarchus","Solanum","mutualistOf"
"142","Myiarchus","Solanum","dispersalVectorOf"
"143","Myiarchus","Vicia","eats"
"144","Myiarchus","Opuntia","eats"
"145","Celtis","Myiarchus","eatenBy"
"146","Croton","Myiarchus","eatenBy"
"147","Myiarchus","Prunus","eats"
"148","Myiarchus","Prunus","dispersalVectorOf"
"149","Myiarchus","Rubus","eats"
"150","Digitaria","Passerina","eatenBy"
"151","Panicum","Passerina","eatenBy"
"152","Passerina","Plantago","eats"
"153","Passerina","Poa","eats"
"154","Passerina","Salvia","eats"
"155","Passerina","Solanum","eats"
"156","Passerina","Sorghastrum","eats"
"157","Passerina","Sporobolus","eats"
"158","Passerina","Teucrium","eats"
"159","Passerina","Tragia","eats"
"160","Passerina","Ulmus","eats"
"161","Passerina","Verbena","eats"
"162","Passerina","Vernonia","interactsWith"
"163","Passerina","Vicia","eats"
"164","Opuntia","Passerina","eatenBy"
"165","Celtis","Passerina","eatenBy"
"166","Passerina","Polygonum","eats"
"167","Passerina","Prunus","interactsWith"
"168","Passerina","Prunus","eats"
"169","Passerina","Rubus","eats"
"170","Juniperus","Picoides","eatenBy"
"171","Mimosa","Picoides","adjacentTo"
"172","Picoides","Rhus","interactsWith"
"173","Picoides","Rosa","eats"
"174","Picoides","Ulmus","visitsFlowersOf"
"175","Cornus","Picoides","eatenBy"
"176","Cornus","Picoides","flowersVisitedBy"
"177","Opuntia","Picoides","interactsWith"
"178","Chloris","Picoides","eatenBy"
"179","Helianthus","Picoides","eatenBy"
"180","Picoides","Prunus","eats"
"181","Picoides","Prunus","dispersalVectorOf"
"182","Picoides","Prunus","visitsFlowersOf"
"183","Picoides","Rubus","eats"
"184","Picoides","Toxicodendron","eats"
"185","Picoides","Toxicodendron","mutualistOf"
"186","Picoides","Toxicodendron","dispersalVectorOf"
"187","Piranga","Rosa","eats"
"188","Piranga","Solanum","eats"
"189","Piranga","Ulmus","visitsFlowersOf"
"190","Cornus","Piranga","eatenBy"
"191","Opuntia","Piranga","eatenBy"
"192","Celtis","Piranga","eatenBy"
"193","Croton","Piranga","eatenBy"
"194","Piranga","Prunus","eats"
"195","Piranga","Prunus","mutualistOf"
"196","Piranga","Prunus","dispersalVectorOf"
"197","Piranga","Rubus","eats"
"198","Piranga","Toxicodendron","eats"
"199","Juniperus","Poecile","eatenBy"
"200","Juniperus","Poecile","interactsWith"
"201","Poecile","Rhus","interactsWith"
"202","Poecile","Rosa","eats"
"203","Poecile","Rosa","visitsFlowersOf"
"204","Poecile","Solanum","eats"
"205","Poecile","Solanum","interactsWith"
"206","Poecile","Solanum","dispersalVectorOf"
"207","Poecile","Solidago","eats"
"208","Poecile","Solidago","visitsFlowersOf"
"209","Poecile","Symphoricarpos","eats"
"210","Poecile","Ulmus","interactsWith"
"211","Poecile","Ulmus","visitsFlowersOf"
"212","Poecile","Vernonia","interactsWith"
"213","Cornus","Poecile","eatenBy"
"214","Cornus","Poecile","flowersVisitedBy"
"215","Helianthus","Poecile","eatenBy"
"216","Helianthus","Poecile","preyedUponBy"
"217","Poecile","Prunus","eats"
"218","Poecile","Prunus","dispersalVectorOf"
"219","Poecile","Prunus","interactsWith"
"220","Poecile","Prunus","visits"
"221","Poecile","Rubus","eats"
"222","Poecile","Rubus","interactsWith"
"223","Poecile","Rubus","dispersalVectorOf"
"224","Poecile","Toxicodendron","eats"
"225","Poecile","Toxicodendron","mutualistOf"
"226","Poecile","Toxicodendron","dispersalVectorOf"
"227","Cercis","Poecile","interactsWith"
"228","Cercis","Poecile","eatenBy"
"229","Polioptila","Prunus","visits"
"230","Ambrosia","Sialia","eatenBy"
"231","Amorpha","Sialia","preyedUponBy"
"232","Juniperus","Sialia","eatenBy"
"233","Panicum","Sialia","eatenBy"
"234","Rhus","Sialia","eatenBy"
"235","Rhus","Sialia","interactsWith"
"236","Rosa","Sialia","eatenBy"
"237","Sialia","Solanum","eats"
"238","Cornus","Sialia","eatenBy"
"239","Opuntia","Sialia","interactsWith"
"240","Setaria","Sialia","eatenBy"
"241","Celtis","Sialia","eatenBy"
"242","Polygonum","Sialia","eatenBy"
"243","Prunus","Sialia","eatenBy"
"244","Rubus","Sialia","eatenBy"
"245","Sialia","Toxicodendron","eats"
"246","Juniperus","Sitta","eatenBy"
"247","Juniperus","Sitta","interactsWith"
"248","Rosa","Sitta","eatenBy"
"249","Sitta","Solanum","interactsWith"
"250","Sitta","Solanum","eats"
"251","Sitta","Solanum","dispersalVectorOf"
"252","Sitta","Ulmus","visitsFlowersOf"
"253","Cornus","Sitta","eatenBy"
"254","Celtis","Sitta","interactsWith"
"255","Helianthus","Sitta","eatenBy"
"256","Helianthus","Sitta","preyedUponBy"
"257","Prunus","Sitta","eatenBy"
"258","Prunus","Sitta","hasDispersalVector"
"259","Rubus","Sitta","eatenBy"
"260","Spiza","Toxicodendron","eats"
"261","Andropogon","Spizella","eatenBy"
"262","Aristida","Spizella","eatenBy"
"263","Artemisia","Spizella","interactsWith"
"264","Bouteloua","Spizella","eatenBy"
"265","Bromus","Spizella","eatenBy"
"266","Carex","Spizella","eatenBy"
"267","Cirsium","Spizella","eatenBy"
"268","Cyperus","Spizella","eatenBy"
