"","Gn1","Gn2","interaction"
"602","Gelidium","Lithopoma","preyedUponBy"
"603","Gracilaria","Lithopoma","eatenBy"
"604","Laurencia","Lithopoma","eatenBy"
"605","Lithopoma","Macrocystis","eats"
"606","Lithopoma","Macrocystis","preysOn"
"607","Lithopoma","Pterygophora","eats"
"608","Lithopoma","Pterygophora","preysOn"
"609","Lithopoma","Ulva","eats"
"610","Lithopoma","Ulva","preysOn"
"611","Dictyota","Lithopoma","eatenBy"
"612","Dictyota","Lithopoma","preyedUponBy"
"613","Archidistoma","Lytechinus","eatenBy"
"614","Archidistoma","Lytechinus","preyedUponBy"
"615","Bossiella","Lytechinus","eatenBy"
"616","Bossiella","Lytechinus","preyedUponBy"
"617","Callophyllis","Lytechinus","eatenBy"
"618","Callophyllis","Lytechinus","preyedUponBy"
"619","Chondracanthus","Lytechinus","eatenBy"
"620","Chondracanthus","Lytechinus","preyedUponBy"
"621","Codium","Lytechinus","eatenBy"
"622","Codium","Lytechinus","preyedUponBy"
"623","Corallina","Lytechinus","eatenBy"
"624","Corallina","Lytechinus","preyedUponBy"
"625","Cryptopleura","Lytechinus","eatenBy"
"626","Cryptopleura","Lytechinus","preyedUponBy"
"627","Cystoseira","Lytechinus","eatenBy"
"628","Cystoseira","Lytechinus","preyedUponBy"
"629","Gelidium","Lytechinus","eatenBy"
"630","Gelidium","Lytechinus","preyedUponBy"
"631","Gracilaria","Lytechinus","eatenBy"
"632","Gracilaria","Lytechinus","preyedUponBy"
"633","Laurencia","Lytechinus","eatenBy"
"634","Laurencia","Lytechinus","preyedUponBy"
"635","Lytechinus","Macrocystis","eats"
"636","Lytechinus","Macrocystis","preysOn"
"637","Lytechinus","Pterygophora","eats"
"638","Lytechinus","Pterygophora","preysOn"
"639","Lytechinus","Rhodymenia","eats"
"640","Lytechinus","Rhodymenia","preysOn"
"641","Lytechinus","Spheciospongia","eats"
"642","Lytechinus","Spheciospongia","preysOn"
"643","Lytechinus","Ulva","eats"
"644","Lytechinus","Ulva","preysOn"
"645","Dictyota","Lytechinus","eatenBy"
"646","Dictyota","Lytechinus","preyedUponBy"
"647","Lytechinus","Styela","eats"
"648","Lytechinus","Styela","preysOn"
"649","Lytechinus","Taonia","eats"
"650","Lytechinus","Taonia","preysOn"
"651","Lytechinus","Tethya","eats"
"652","Lytechinus","Tethya","preysOn"
"653","Lytechinus","Polyneura","eats"
"654","Lytechinus","Polyneura","preysOn"
"655","Calliarthron","Lytechinus","eatenBy"
"656","Calliarthron","Lytechinus","preyedUponBy"
"657","Leucilla","Lytechinus","eatenBy"
"658","Leucilla","Lytechinus","preyedUponBy"
"659","Dodecaceria","Ophioplocus","eats"
"660","Dodecaceria","Ophioplocus","preysOn"
"661","Macrocystis","Ophiothrix","interactsWith"
"662","Dodecaceria","Ophiothrix","eats"
"663","Dodecaceria","Ophiothrix","preysOn"
"664","Macrocystis","Pachycerianthus","interactsWith"
"665","Parapholas","Parapholas","interactsWith"
"666","Archidistoma","Strongylocentrotus","eatenBy"
"667","Archidistoma","Strongylocentrotus","preyedUponBy"
"668","Bossiella","Strongylocentrotus","eatenBy"
"669","Bossiella","Strongylocentrotus","preyedUponBy"
"670","Callophyllis","Strongylocentrotus","eatenBy"
"671","Callophyllis","Strongylocentrotus","preyedUponBy"
"672","Chondracanthus","Strongylocentrotus","eatenBy"
"673","Chondracanthus","Strongylocentrotus","preyedUponBy"
"674","Codium","Strongylocentrotus","interactsWith"
"675","Codium","Strongylocentrotus","eatenBy"
"676","Codium","Strongylocentrotus","preyedUponBy"
"677","Corallina","Strongylocentrotus","eatenBy"
"678","Corallina","Strongylocentrotus","preyedUponBy"
"679","Cryptopleura","Strongylocentrotus","eatenBy"
"680","Cryptopleura","Strongylocentrotus","preyedUponBy"
"681","Cystoseira","Strongylocentrotus","eatenBy"
"682","Cystoseira","Strongylocentrotus","preyedUponBy"
"683","Desmarestia","Strongylocentrotus","preyedUponBy"
"684","Desmarestia","Strongylocentrotus","eatenBy"
"685","Gelidium","Strongylocentrotus","eatenBy"
"686","Gelidium","Strongylocentrotus","preyedUponBy"
"687","Gracilaria","Strongylocentrotus","eatenBy"
"688","Gracilaria","Strongylocentrotus","preyedUponBy"
"689","Laurencia","Strongylocentrotus","eatenBy"
"690","Laurencia","Strongylocentrotus","preyedUponBy"
"691","Macrocystis","Strongylocentrotus","interactsWith"
"692","Macrocystis","Strongylocentrotus","eatenBy"
"693","Macrocystis","Strongylocentrotus","preyedUponBy"
"694","Pterygophora","Strongylocentrotus","interactsWith"
"695","Pterygophora","Strongylocentrotus","eatenBy"
"696","Pterygophora","Strongylocentrotus","preyedUponBy"
"697","Rhodymenia","Strongylocentrotus","eatenBy"
"698","Rhodymenia","Strongylocentrotus","preyedUponBy"
"699","Spheciospongia","Strongylocentrotus","eatenBy"
"700","Spheciospongia","Strongylocentrotus","preyedUponBy"
"701","Strongylocentrotus","Ulva","eats"
"702","Strongylocentrotus","Ulva","preysOn"
"703","Strongylocentrotus","Urticina","preysOn"
"704","Strongylocentrotus","Urticina","interactsWith"
"705","Strongylocentrotus","Urticina","eatenBy"
"706","Strongylocentrotus","Urticina","preyedUponBy"
"707","Aglaophenia","Strongylocentrotus","eatenBy"
"708","Aglaophenia","Strongylocentrotus","preyedUponBy"
"709","Dictyota","Strongylocentrotus","eatenBy"
"710","Dictyota","Strongylocentrotus","preyedUponBy"
"711","Strongylocentrotus","Styela","eats"
"712","Strongylocentrotus","Styela","preysOn"
"713","Strongylocentrotus","Styela","eatenBy"
"714","Strongylocentrotus","Taonia","eats"
"715","Strongylocentrotus","Taonia","preysOn"
"716","Strongylocentrotus","Tethya","eats"
"717","Strongylocentrotus","Tethya","preysOn"
"718","Strongylocentrotus","Thalamoporella","eats"
"719","Strongylocentrotus","Thalamoporella","preysOn"
"720","Polyneura","Strongylocentrotus","interactsWith"
"721","Polyneura","Strongylocentrotus","eatenBy"
"722","Polyneura","Strongylocentrotus","preyedUponBy"
"723","Bugula","Strongylocentrotus","eatenBy"
"724","Bugula","Strongylocentrotus","preyedUponBy"
"725","Calliarthron","Strongylocentrotus","eatenBy"
"726","Calliarthron","Strongylocentrotus","preyedUponBy"
"727","Crisia","Strongylocentrotus","eatenBy"
"728","Crisia","Strongylocentrotus","preyedUponBy"
"729","Leucilla","Strongylocentrotus","eatenBy"
"730","Leucilla","Strongylocentrotus","preyedUponBy"
"731","Abietinaria","Strongylocentrotus","eatenBy"
"732","Abietinaria","Strongylocentrotus","preyedUponBy"
"733","Plumularia","Strongylocentrotus","eatenBy"
"734","Plumularia","Strongylocentrotus","preyedUponBy"
"735","Styela","Styela","interactsWith"
"736","Tethya","Tethya","interactsWith"
"737","Urticina","Urticina","eats"
"738","Urticina","Urticina","eatenBy"
"739","Urticina","Urticina","interactsWith"
"740","Anthopleura","Aplysia","interactsWith"
"741","Aplysia","Chondracanthus","interactsWith"
"742","Aplysia","Chondracanthus","preysOn"
"743","Aplysia","Codium","eats"
"744","Aplysia","Codium","preysOn"
"745","Aplysia","Corallina","eats"
"746","Aplysia","Corallina","preysOn"
"747","Aplysia","Cryptopleura","eats"
"748","Aplysia","Cystoseira","eats"
"749","Aplysia","Cystoseira","interactsWith"
"750","Aplysia","Cystoseira","preysOn"
"751","Aplysia","Gelidium","eats"
"752","Aplysia","Gelidium","interactsWith"
"753","Aplysia","Gelidium","preysOn"
"754","Aplysia","Gracilaria","eats"
"755","Aplysia","Laurencia","eats"
"756","Aplysia","Laurencia","interactsWith"
"757","Aplysia","Laurencia","preysOn"
"758","Aplysia","Laurencia","ecologicallyRelatedTo"
"759","Aplysia","Macrocystis","eats"
"760","Aplysia","Macrocystis","preysOn"
"761","Aplysia","Pterygophora","eats"
"762","Aplysia","Pterygophora","preysOn"
"763","Aplysia","Rhodymenia","interactsWith"
"764","Aplysia","Rhodymenia","preysOn"
"765","Aplysia","Ulva","eats"
"766","Aplysia","Ulva","preysOn"
"767","Aplysia","Dictyota","eats"
"768","Aplysia","Polyneura","interactsWith"
"769","Aplysia","Polyneura","preysOn"
"770","Anthopleura","Cancer","eats"
"771","Anthopleura","Cancer","preysOn"
"772","Cancer","Diopatra","eats"
"773","Cancer","Diopatra","preysOn"
"774","Cancer","Gracilaria","eats"
"775","Cancer","Laurencia","eats"
"776","Cancer","Ulva","eats"
"777","Cancer","Cucumaria","eats"
"778","Cancer","Cucumaria","preysOn"
"779","Cancer","Dictyota","eats"
"780","Cancer","Dodecaceria","eatenBy"
"781","Cancer","Dodecaceria","preyedUponBy"
"782","Cancer","Styela","eats"
"783","Cancer","Styela","preysOn"
"784","Abietinaria","Cancer","ecologicallyRelatedTo"
"785","Calliarthron","Lithopoma","eatenBy"
"786","Calliarthron","Lithopoma","preyedUponBy"
"787","Dodecaceria","Loxorhynchus","eats"
"788","Dodecaceria","Loxorhynchus","preysOn"
"789","Archidistoma","Megathura","eatenBy"
"790","Archidistoma","Megathura","preyedUponBy"
"791","Bossiella","Megathura","eatenBy"
"792","Bossiella","Megathura","preyedUponBy"
"793","Callophyllis","Megathura","eatenBy"
"794","Callophyllis","Megathura","preyedUponBy"
"795","Chondracanthus","Megathura","eatenBy"
"796","Chondracanthus","Megathura","preyedUponBy"
"797","Codium","Megathura","eatenBy"
"798","Codium","Megathura","preyedUponBy"
"799","Corallina","Megathura","eatenBy"
"800","Corallina","Megathura","preyedUponBy"
"801","Cryptopleura","Megathura","eatenBy"
"802","Cryptopleura","Megathura","preyedUponBy"
"803","Cystoseira","Megathura","eatenBy"
"804","Cystoseira","Megathura","preyedUponBy"
"805","Gelidium","Megathura","eatenBy"
"806","Gelidium","Megathura","preyedUponBy"
"807","Gracilaria","Megathura","eatenBy"
"808","Gracilaria","Megathura","preyedUponBy"
"809","Laurencia","Megathura","eatenBy"
"810","Laurencia","Megathura","preyedUponBy"
"811","Macrocystis","Megathura","eatenBy"
"812","Macrocystis","Megathura","preyedUponBy"
"813","Megathura","Pterygophora","eats"
"814","Megathura","Pterygophora","preysOn"
"815","Megathura","Rhodymenia","eats"
"816","Megathura","Rhodymenia","preysOn"
"817","Megathura","Ulva","eats"
"818","Megathura","Ulva","preysOn"
"819","Dictyota","Megathura","eatenBy"
"820","Dictyota","Megathura","preyedUponBy"
"821","Megathura","Styela","eats"
"822","Megathura","Styela","preysOn"
"823","Megathura","Taonia","eats"
"824","Megathura","Taonia","preysOn"
"825","Megathura","Thalamoporella","eats"
"826","Megathura","Thalamoporella","preysOn"
"827","Megathura","Polyneura","eats"
"828","Megathura","Polyneura","preysOn"
"829","Bugula","Megathura","eatenBy"
"830","Bugula","Megathura","preyedUponBy"
"831","Crisia","Megathura","eatenBy"
"832","Crisia","Megathura","preyedUponBy"
"833","Dodecaceria","Octopus","preysOn"
"834","Archidistoma","Patiria","eatenBy"
"835","Archidistoma","Patiria","preyedUponBy"
"836","Patiria","Spheciospongia","interactsWith"
"837","Patiria","Spheciospongia","preysOn"
"838","Patiria","Urticina","eatenBy"
"839","Patiria","Urticina","preyedUponBy"
"840","Patiria","Urticina","eats"
"841","Patiria","Styela","eats"
"842","Patiria","Styela","preysOn"
"843","Patiria","Thalamoporella","eats"
"844","Patiria","Thalamoporella","preysOn"
"845","Crisia","Patiria","eatenBy"
"846","Crisia","Patiria","preyedUponBy"
"847","Balanophyllia","Pisaster","preyedUponBy"
"848","Balanophyllia","Pisaster","eatenBy"
"849","Diopatra","Pisaster","interactsWith"
"850","Diopatra","Pisaster","eatenBy"
"851","Diopatra","Pisaster","preyedUponBy"
"852","Parapholas","Pisaster","interactsWith"
"853","Parapholas","Pisaster","eatenBy"
"854","Parapholas","Pisaster","preyedUponBy"
"855","Chaceia","Pisaster","eatenBy"
"856","Chaceia","Pisaster","preyedUponBy"
"857","Dodecaceria","Pisaster","preyedUponBy"
"858","Dodecaceria","Pisaster","eatenBy"
"859","Pisaster","Styela","interactsWith"
"860","Pisaster","Styela","eats"
"861","Pisaster","Styela","preysOn"
"862","Diopatra","Pycnopodia","eatenBy"
"863","Diopatra","Pycnopodia","preyedUponBy"
"864","Cucumaria","Pycnopodia","eatenBy"
"865","Cucumaria","Pycnopodia","preyedUponBy"
"866","Dodecaceria","Pycnopodia","preyedUponBy"
"867","Dodecaceria","Pycnopodia","eatenBy"
"868","Pachythyone","Pycnopodia","eatenBy"
"869","Pachythyone","Pycnopodia","preyedUponBy"
"870","Anthopleura","Dermasterias","eatenBy"
"871","Anthopleura","Dermasterias","preyedUponBy"
"872","Archidistoma","Dermasterias","eatenBy"
"873","Archidistoma","Dermasterias","preyedUponBy"
"874","Astrangia","Dermasterias","preyedUponBy"
"875","Astrangia","Dermasterias","eatenBy"
"876","Balanophyllia","Dermasterias","interactsWith"
"877","Balanophyllia","Dermasterias","preyedUponBy"
"878","Corynactis","Dermasterias","eatenBy"
"879","Corynactis","Dermasterias","preyedUponBy"
"880","Dermasterias","Ulva","eats"
"881","Dermasterias","Ulva","preysOn"
"882","Dermasterias","Urticina","interactsWith"
"883","Dermasterias","Urticina","eats"
"884","Dermasterias","Urticina","eatenBy"
"885","Dermasterias","Urticina","preysOn"
"886","Dermasterias","Urticina","preyedUponBy"
"887","Aglaophenia","Dermasterias","eatenBy"
"888","Aglaophenia","Dermasterias","preyedUponBy"
"889","Cucumaria","Dermasterias","eatenBy"
"890","Cucumaria","Dermasterias","preyedUponBy"
"891","Dermasterias","Muricea","eats"
"892","Dermasterias","Muricea","preysOn"
"893","Dermasterias","Styela","eats"
"894","Dermasterias","Styela","preysOn"
"895","Dermasterias","Tethya","interactsWith"
"896","Dermasterias","Tethya","eats"
"897","Dermasterias","Tethya","preysOn"
"898","Dermasterias","Thalamoporella","eats"
"899","Dermasterias","Thalamoporella","preysOn"
"900","Bugula","Dermasterias","eatenBy"
"901","Bugula","Dermasterias","preyedUponBy"
"902","Crisia","Dermasterias","eatenBy"
"903","Crisia","Dermasterias","preyedUponBy"
"904","Dermasterias","Leucilla","eats"
"905","Dermasterias","Leucilla","preysOn"
"906","Dermasterias","Pachythyone","eats"
"907","Dermasterias","Pachythyone","preysOn"
"908","Abietinaria","Dermasterias","eatenBy"
"909","Abietinaria","Dermasterias","preyedUponBy"
"910","Acanthocyclops","Gymnodinium","interactsWith"
"911","Acanthocyclops","Gymnodinium","eats"
"912","Acanthocyclops","Peridinium","interactsWith"
"913","Acanthocyclops","Peridinium","eats"
"914","Aglaodiaptomus","Aphanothece","eats"
"915","Aglaodiaptomus","Chlamydomonas","eats"
"916","Aglaodiaptomus","Chlorococcaceae","eats"
"917","Aglaodiaptomus","Chroococcaceae","eats"
"918","Aglaodiaptomus","Closterium","eats"
"919","Aglaodiaptomus","Cryptomonas","eats"
"920","Aglaodiaptomus","Dictyosphaerium","eats"
"921","Aglaodiaptomus","Mallomonas","eats"
"922","Aglaodiaptomus","Merismopedia","eats"
"923","Aglaodiaptomus","Navicula","eats"
"924","Aglaodiaptomus","Nitzschia","eats"
"925","Aglaodiaptomus","Scenedesmus","eats"
"926","Aglaodiaptomus","Schroederia","eats"
"927","Aglaodiaptomus","Sphaerocystis","eats"
"928","Aglaodiaptomus","Synedra","eats"
"929","Chlamydomonas","Chydorus","eatenBy"
"930","Chlamydomonas","Chydorus","preyedUponBy"
"931","Chydorus","Cryptomonas","eats"
"932","Chydorus","Nitzschia","eats"
"933","Copepod","Cryptomonas","eats"
"934","Anabaena","Daphnia","eatenBy"
"935","Ankistrodesmus","Daphnia","interactsWith"
"936","Ankistrodesmus","Daphnia","eatenBy"
"937","Aphanizomenon","Daphnia","eatenBy"
"938","Aphanocapsa","Daphnia","eatenBy"
"939","Aphanothece","Daphnia","interactsWith"
"940","Aphanothece","Daphnia","eatenBy"
"941","Chlorococcaceae","Daphnia","interactsWith"
"942","Chlorococcaceae","Daphnia","eatenBy"
"943","Chroococcaceae","Daphnia","interactsWith"
"944","Chroococcaceae","Daphnia","eatenBy"
"945","Chroococcus","Daphnia","interactsWith"
"946","Chroococcus","Daphnia","eatenBy"
"947","Closterium","Daphnia","eatenBy"
"948","Coelosphaerium","Daphnia","eatenBy"
"949","Cryptomonas","Daphnia","interactsWith"
"950","Cryptomonas","Daphnia","eatenBy"
"951","Cyclotella","Daphnia","interactsWith"
"952","Cyclotella","Daphnia","eatenBy"
"953","Daphnia","Dictyosphaerium","interactsWith"
"954","Daphnia","Dictyosphaerium","eats"
"955","Daphnia","Dictyosphaerium","preysOn"
"956","Daphnia","Fragilaria","eats"
"957","Daphnia","Lyngbya","eats"
"958","Daphnia","Mallomonas","eats"
"959","Daphnia","Mallomonas","preysOn"
"960","Daphnia","Merismopedia","eats"
"961","Daphnia","Merismopedia","interactsWith"
"962","Daphnia","Microcystis","interactsWith"
"963","Daphnia","Microcystis","eats"
"964","Daphnia","Monoraphidium","eats"
"965","Daphnia","Navicula","eats"
"966","Daphnia","Navicula","preysOn"
"967","Daphnia","Nitzschia","eats"
"968","Daphnia","Oocystis","interactsWith"
"969","Daphnia","Oocystis","eats"
"970","Daphnia","Oscillatoria","interactsWith"
"971","Daphnia","Oscillatoria","eats"
"972","Daphnia","Peridinium","interactsWith"
"973","Daphnia","Peridinium","eats"
"974","Daphnia","Peridinium","preysOn"
"975","Daphnia","Quadrigula","interactsWith"
"976","Daphnia","Quadrigula","eats"
"977","Daphnia","Scenedesmus","eats"
"978","Daphnia","Scenedesmus","interactsWith"
"979","Daphnia","Schroederia","interactsWith"
"980","Daphnia","Schroederia","eats"
"981","Daphnia","Sphaerocystis","interactsWith"
"982","Daphnia","Sphaerocystis","eats"
"983","Daphnia","Sphaerocystis","preysOn"
"984","Daphnia","Synedra","interactsWith"
"985","Daphnia","Synedra","eats"
"986","Diacyclops","Gymnodinium","eats"
"987","Diacyclops","Gymnodinium","preysOn"
"988","Diacyclops","Peridinium","eats"
"989","Ankistrodesmus","Diaphanosoma","interactsWith"
"990","Ankistrodesmus","Diaphanosoma","eatenBy"
"991","Aphanothece","Diaphanosoma","interactsWith"
"992","Chlorococcaceae","Diaphanosoma","interactsWith"
"993","Chroococcaceae","Diaphanosoma","interactsWith"
"994","Chroococcaceae","Diaphanosoma","eatenBy"
"995","Chroococcus","Diaphanosoma","interactsWith"
"996","Chroococcus","Diaphanosoma","eatenBy"
"997","Cryptomonas","Diaphanosoma","interactsWith"
"998","Cryptomonas","Diaphanosoma","eatenBy"
"999","Diaphanosoma","Dictyosphaerium","interactsWith"
"1000","Diaphanosoma","Dictyosphaerium","eats"
"1001","Diaphanosoma","Merismopedia","interactsWith"
"1002","Diaphanosoma","Monoraphidium","eats"
"1003","Diaphanosoma","Peridinium","interactsWith"
"1004","Diaphanosoma","Peridinium","eats"
"1005","Diaphanosoma","Peridinium","preysOn"
"1006","Diaphanosoma","Scenedesmus","interactsWith"
"1007","Diaphanosoma","Schroederia","interactsWith"
"1008","Gymnodinium","Leptodora","interactsWith"
"1009","Gymnodinium","Leptodora","eatenBy"
"1010","Gymnodinium","Leptodora","preyedUponBy"
"1011","Leptodora","Peridinium","interactsWith"
"1012","Leptodora","Peridinium","eats"
"1013","Cryptomonas","Mesocyclops","eatenBy"
"1014","Gymnodinium","Mesocyclops","interactsWith"
"1015","Gymnodinium","Mesocyclops","eatenBy"
"1016","Gymnodinium","Mesocyclops","preyedUponBy"
"1017","Mesocyclops","Peridinium","interactsWith"
"1018","Mesocyclops","Peridinium","eats"
"1019","Ankistrodesmus","Tropocyclops","interactsWith"
"1020","Aphanocapsa","Tropocyclops","interactsWith"
"1021","Aphanothece","Tropocyclops","interactsWith"
"1022","Chlorococcaceae","Tropocyclops","interactsWith"
"1023","Chroococcaceae","Tropocyclops","interactsWith"
"1024","Coelosphaerium","Tropocyclops","interactsWith"
"1025","Gymnodinium","Tropocyclops","interactsWith"
"1026","Gymnodinium","Tropocyclops","eatenBy"
"1027","Merismopedia","Tropocyclops","interactsWith"
"1028","Peridinium","Tropocyclops","interactsWith"
"1029","Peridinium","Tropocyclops","eatenBy"
"1030","Scenedesmus","Tropocyclops","interactsWith"
"1031","Schroederia","Tropocyclops","interactsWith"
"1032","Synedra","Tropocyclops","interactsWith"
"1033","Colinus","Melanoplus","eats"
"1034","Melanoplus","Sialia","eatenBy"
"1035","Melanoplus","Vireo","eatenBy"
"1036","Cardinalis","Syrbula","preysOn"
"1037","Agelaius","Ambrosia","eats"
"1038","Agelaius","Andropogon","eats"
"1039","Agelaius","Bouteloua","eats"
"1040","Agelaius","Carex","eats"
"1041","Agelaius","Cyperus","eats"
"1042","Agelaius","Digitaria","eats"
"1043","Agelaius","Eleocharis","eats"
"1044","Agelaius","Lespedeza","eats"
"1045","Agelaius","Panicum","eats"
"1046","Agelaius","Rhus","eats"
"1047","Agelaius","Solanum","eats"
"1048","Agelaius","Solanum","interactsWith"
"1049","Agelaius","Sporobolus","eats"
"1050","Agelaius","Cornus","visitsFlowersOf"
"1051","Agelaius","Setaria","eats"
"1052","Acalypha","Agelaius","eatenBy"
"1053","Agelaius","Hedeoma","eats"
"1054","Agelaius","Polygonum","eats"
"1055","Agelaius","Croton","eats"
"1056","Agelaius","Helianthus","eats"
"1057","Agrostis","Ammodramus","eatenBy"
"1058","Ambrosia","Ammodramus","eatenBy"
"1059","Ammodramus","Andropogon","eats"
"1060","Ammodramus","Carex","eats"
"1061","Ammodramus","Dichanthelium","eats"
"1062","Ammodramus","Digitaria","eats"
"1063","Ammodramus","Oxalis","eats"
"1064","Ammodramus","Panicum","eats"
"1065","Ammodramus","Schizachyrium","eats"
"1066","Ammodramus","Solanum","interactsWith"
"1067","Ammodramus","Sorghastrum","eats"
"1068","Ammodramus","Sporobolus","eats"
"1069","Ammodramus","Vicia","eats"
"1070","Ammodramus","Setaria","eats"
"1071","Acalypha","Ammodramus","eatenBy"
"1072","Ammodramus","Juncus","interactsWith"
"1073","Ammodramus","Polygala","eats"
"1074","Baeolophus","Cornus","eats"
"1075","Baeolophus","Cornus","mutualistOf"
"1076","Baeolophus","Cornus","dispersalVectorOf"
"1077","Baeolophus","Helianthus","eats"
"1078","Baeolophus","Prunus","eats"
"1079","Baeolophus","Toxicodendron","eats"
"1080","Baeolophus","Toxicodendron","mutualistOf"
"1081","Baeolophus","Toxicodendron","dispersalVectorOf"
"1082","Ambrosia","Cardinalis","eatenBy"
"1083","Ambrosia","Cardinalis","interactsWith"
"1084","Cardinalis","Carex","eats"
"1085","Cardinalis","Digitaria","eats"
"1086","Cardinalis","Euphorbia","eats"
"1087","Cardinalis","Juniperus","interactsWith"
"1088","Cardinalis","Mimosa","eats"
"1089","Cardinalis","Rhus","eats"
"1090","Cardinalis","Rhus","interactsWith"
"1091","Cardinalis","Rhus","visitsFlowersOf"
"1092","Cardinalis","Rosa","eats"
"1093","Cardinalis","Ulmus","interactsWith"
"1094","Cardinalis","Ulmus","eats"
"1095","Cardinalis","Ulmus","visitsFlowersOf"
"1096","Cardinalis","Verbena","eats"
"1097","Cardinalis","Cornus","eats"
"1098","Cardinalis","Cornus","mutualistOf"
"1099","Cardinalis","Cornus","dispersalVectorOf"
"1100","Cardinalis","Cornus","visitsFlowersOf"
"1101","Cardinalis","Opuntia","interactsWith"
"1102","Cardinalis","Opuntia","eats"
"1103","Cardinalis","Celtis","eats"
"1104","Cardinalis","Juncus","interactsWith"
"1105","Cardinalis","Polygonum","eats"
"1106","Cardinalis","Croton","eats"
"1107","Cardinalis","Helianthus","eats"
"1108","Cardinalis","Prunus","eats"
"1109","Cardinalis","Rubus","eats"
"1110","Cardinalis","Toxicodendron","eats"
"1111","Cardinalis","Cercis","interactsWith"
"1112","Cardinalis","Cercis","eats"
"1113","Ambrosia","Carduelis","eatenBy"
"1114","Aristida","Carduelis","interactsWith"
"1115","Artemisia","Carduelis","eatenBy"
"1116","Artemisia","Carduelis","interactsWith"
"1117","Bouteloua","Carduelis","interactsWith"
"1118","Carduelis","Carex","eats"
"1119","Carduelis","Cirsium","eats"
"1120","Carduelis","Cirsium","interactsWith"
"1121","Carduelis","Cirsium","visitsFlowersOf"
"1122","Carduelis","Cirsium","visits"
"1123","Carduelis","Conyza","eats"
"1124","Carduelis","Echinacea","interactsWith"
"1125","Carduelis","Echinacea","eats"
"1126","Carduelis","Echinacea","visitsFlowersOf"
"1127","Carduelis","Echinacea","visits"
"1128","Carduelis","Erigeron","eats"
"1129","Carduelis","Geranium","eats"
"1130","Carduelis","Gleditsia","eats"
"1131","Carduelis","Juniperus","eats"
"1132","Carduelis","Juniperus","interactsWith"
"1133","Carduelis","Lactuca","eats"
"1134","Carduelis","Oenothera","interactsWith"
"1135","Carduelis","Oenothera","eats"
"1136","Carduelis","Oenothera","visitsFlowersOf"
"1137","Carduelis","Panicum","eats"
"1138","Carduelis","Plantago","eats"
"1139","Carduelis","Poa","eats"
"1140","Carduelis","Rhus","interactsWith"
"1141","Carduelis","Rosa","eats"
"1142","Carduelis","Rosa","dispersalVectorOf"
"1143","Carduelis","Rosa","visitsFlowersOf"
"1144","Carduelis","Salvia","interactsWith"
"1145","Carduelis","Salvia","eats"
"1146","Carduelis","Solanum","eats"
"1147","Carduelis","Solidago","adjacentTo"
"1148","Carduelis","Symphyotrichum","eats"
"1149","Carduelis","Ulmus","eats"
"1150","Carduelis","Ulmus","visitsFlowersOf"
"1151","Carduelis","Ulmus","visits"
"1152","Carduelis","Verbena","eats"
"1153","Carduelis","Verbena","interactsWith"
"1154","Carduelis","Vernonia","eats"
"1155","Carduelis","Vicia","eats"
"1156","Carduelis","Monarda","interactsWith"
"1157","Carduelis","Monarda","eats"
"1158","Carduelis","Tridens","interactsWith"
"1159","Carduelis","Setaria","eats"
"1160","Carduelis","Chloris","interactsWith"
"1161","Carduelis","Polygonum","eats"
"1162","Carduelis","Geum","eats"
"1163","Carduelis","Helianthus","eats"
"1164","Carduelis","Helianthus","interactsWith"
"1165","Carduelis","Helianthus","visits"
"1166","Carduelis","Prunus","eats"
"1167","Carduelis","Prunus","interactsWith"
"1168","Carduelis","Chaerophyllum","eats"
"1169","Carduelis","Rubus","eats"
"1170","Carduelis","Rubus","dispersalVectorOf"
"1171","Carduelis","Rubus","visitsFlowersOf"
"1172","Cirsium","Coccyzus","interactsWith"
"1173","Coccyzus","Solanum","eats"
"1174","Coccyzus","Ulmus","interactsWith"
"1175","Coccyzus","Opuntia","eats"
"1176","Coccyzus","Rubus","eats"
"1177","Colaptes","Rhus","eats"
"1178","Colaptes","Solanum","eats"
"1179","Colaptes","Ulmus","interactsWith"
"1180","Colaptes","Ulmus","visitsFlowersOf"
"1181","Colaptes","Cornus","eats"
"1182","Colaptes","Cornus","mutualistOf"
"1183","Colaptes","Cornus","dispersalVectorOf"
"1184","Colaptes","Croton","eats"
"1185","Colaptes","Prunus","eats"
"1186","Colaptes","Prunus","mutualistOf"
"1187","Colaptes","Prunus","dispersalVectorOf"
"1188","Ambrosia","Colinus","eatenBy"
"1189","Carex","Colinus","eatenBy"
"1190","Colinus","Cyperus","eats"
"1191","Colinus","Descurainia","eats"
"1192","Colinus","Desmodium","eats"
"1193","Colinus","Dichanthelium","eats"
"1194","Colinus","Digitaria","eats"
"1195","Colinus","Geranium","eats"
"1196","Colinus","Lespedeza","eats"
"1197","Colinus","Mimosa","eats"
"1198","Colinus","Oxalis","eats"
"1199","Colinus","Panicum","eats"
"1200","Colinus","Pediomelum","eats"
"1201","Colinus","Physalis","eats"
"1202","Colinus","Psoralea","eats"
"1203","Colinus","Rhus","eats"
"1204","Colinus","Verbena","eats"
"1205","Colinus","Vicia","eats"
"1206","Colinus","Viola","eats"
"1207","Colinus","Setaria","eats"
"1208","Celtis","Colinus","eatenBy"
"1209","Colinus","Polygonum","eats"
"1210","Colinus","Croton","eats"
"1211","Colinus","Helianthus","eats"
"1212","Colinus","Prunus","eats"
