Cleaned by,STUDY_ID,STUDY_PLOT,LATITUDE,LONGITUDE,GENERAL_TREAT_raw,TREATMENT_raw,TREAT_COMMENTS,TREAT_DATE,treatment_yn_Sam,treatment_descr_Sam,treatment_simplified_Sam,treatment_yn_clean,treatment_type_clean,treatment_descr_clean,plot or site level,TREAT_DATE,NOTES,PROTECTED_AREA,TITLE,HAS_PLOT,DATA_POINTS,START_YEAR,END_YEAR,NUMBER_OF_SPECIES,NUMBER_OF_SAMPLES,WEB_LINK,NEW_WEB_LINK,METHODS,SUMMARY_METHODS,LINK_ID,COMMENTS,SAMPLE_DESC_NAME,detectability
Ally,195,195~2225,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2247,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2248,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2250,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2251,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2254,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2256,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2260,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2261,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2308,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2319,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2320,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2332,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2344,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2346,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2386,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
Ally,195,195~2387,40.809241,-96.187269,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Plot level,Annual,bird transect routes in good quality habitat,FALSE,Breeding birds survey North America,Y,30,1978,2007,385,440,https://www.pwrc.usgs.gov/bbs/,NA,"The survey?s network of state coordinators works to identify and recruit observers who can identifyall breeding birds in their area by sound and sight. Prior to the start of each season. participants receivea packet containing a route map. data collection sheets. and instructions detailing the followingstandardized methods:? The survey begins one-half hour before local sunrise.? Survey stops are located no closer than a half mile apart along routes and remain in the same locationfrom year to year to maintain consistency.? The observer visits each of a route?s 50 stops in sequence and. during the three-minute stationarycount period. counts all birds heard or seen within a quarter mile. Birds seen before or afterthe three-minute count period. or while traveling between stops. are not counted.? Only a single observer collects the data. although assistants may serve as data recorders and drivers.? Pishing. tape playbacks. and other methods of coaxing responses from birds are not allowed.? Each survey is conducted once annually during the peak of the breeding season; most surveys areconducted during June. although surveys in desert areas and some southern states are conductedduring May. Observers try to conduct the surveys as near as possible to previous survey dates.? Each survey is normally completed in 4?4.5 hours. not including driving time to and from the route.? Surveys are conducted only during suitable weather conditions; precipitation and high winds areavoided because these conditions reduce the likelihood of detecting birds along the route. Unit of abundance = IndCountInt, Unit of biomass = NA",Counts within defined area,NA,"440 routes for 30 years - a very small subset.
 
 The process was:
 The years 1978-2007 were used. All routes that were marked as a ""high quality run"" (passed BBS screens for weather, correct dates, and observer quality) in each of those 30 years was retained. This resulted in 440 routes. Species not observed present on any of those routes in any year were removed",lat_long_country_routeid_date,NA
